KPKNL,KATEGORI  PEMOHON LELANG/PENJUAL,JENIS LELANG,JAMINAN PENAWARAN LELANG,KATEGORI BARANG,UMKM,SIFAT BARANG,Jenis Lelang Umum,Quartal,Jenis Lelang Umum,NILAI LIMIT,Bulan Lelang,Tahun Lelang,JUMLAH PESERTA LELANG,STATUS LELANG,JENIS PENAWARAN
KPKNL Pekan Baru,PEMERINTAH DAERAH,BARANG MILIK DAERAH,0.0,"Roda 2, Kendaraan Bermotor",Tidak,BB,Non Eksekusi Wajib,3,Non Eksekusi Wajib,3600000,8,2021,0,LAKU,Internet Open Bidding
KPKNL Pekan Baru,PEMERINTAH DAERAH,BARANG MILIK DAERAH,0.0,"Roda 2, Kendaraan Bermotor",Tidak,BB,Non Eksekusi Wajib,3,Non Eksekusi Wajib,3600000,8,2021,0,LAKU,Internet Open Bidding
KPKNL Pekan Baru,KEMENTERIAN/LEMBAGA,BARANG MILIK BPJS,0.0,"Roda 2, Kendaraan Bermotor",Tidak,BB,Non Eksekusi Wajib,3,Non Eksekusi Wajib,4000000,8,2021,0,LAKU,Internet Open Bidding
KPKNL Pekan Baru,KEMENTERIAN/LEMBAGA,BARANG MILIK BPJS,0.0,"Roda 2, Kendaraan Bermotor",Tidak,BB,Non Eksekusi Wajib,3,Non Eksekusi Wajib,5500000,8,2021,0,LAKU,Internet Open Bidding
KPKNL Pekan Baru,KEJAKSAAN,BARANG RAMPASAN,0.0,"Roda 2, Kendaraan Bermotor",Tidak,BB,Eksekusi,4,Eksekusi,700000,10,2021,0,LAKU,Internet Open Bidding
KPKNL Pekan Baru,KEJAKSAAN,BARANG RAMPASAN,0.0,"Roda 2, Kendaraan Bermotor",Tidak,BB,Eksekusi,4,Eksekusi,565000,10,2021,0,LAKU,Internet Open Bidding
KPKNL Pekan Baru,KEJAKSAAN,BARANG RAMPASAN,0.0,"Roda 2, Kendaraan Bermotor",Tidak,BB,Eksekusi,4,Eksekusi,560000,10,2021,0,LAKU,Internet Open Bidding
KPKNL Pekan Baru,KEJAKSAAN,BARANG RAMPASAN,0.0,"Roda 2, Kendaraan Bermotor",Tidak,BB,Eksekusi,4,Eksekusi,505000,10,2021,0,LAKU,Internet Open Bidding
KPKNL Pekan Baru,KEJAKSAAN,BARANG RAMPASAN,0.0,"Roda 2, Kendaraan Bermotor",Tidak,BB,Eksekusi,4,Eksekusi,288000,10,2021,0,LAKU,Internet Open Bidding
KPKNL Pekan Baru,KEJAKSAAN,BARANG RAMPASAN,0.0,"Roda 2, Kendaraan Bermotor",Tidak,BB,Eksekusi,4,Eksekusi,230000,10,2021,0,LAKU,Internet Open Bidding
KPKNL Pekan Baru,KEJAKSAAN,BARANG RAMPASAN,0.0,"Roda 2, Kendaraan Bermotor",Tidak,BB,Eksekusi,4,Eksekusi,360000,10,2021,0,LAKU,Internet Open Bidding
KPKNL Pekan Baru,KEJAKSAAN,BARANG RAMPASAN,0.0,"Roda 2, Kendaraan Bermotor",Tidak,BB,Eksekusi,4,Eksekusi,276000,10,2021,0,LAKU,Internet Open Bidding
KPKNL Pekan Baru,KEJAKSAAN,BARANG RAMPASAN,0.0,"Roda 2, Kendaraan Bermotor",Tidak,BB,Eksekusi,4,Eksekusi,280000,10,2021,0,LAKU,Internet Open Bidding
KPKNL Pekan Baru,KEMENTERIAN/LEMBAGA,BARANG MILIK NEGARA,690000.0,"Roda 2, Kendaraan Bermotor",Tidak,BB,Non Eksekusi Wajib,4,Non Eksekusi Wajib,2755000,12,2021,10,LAKU,Internet Open Bidding
KPKNL Pekan Baru,PEMERINTAH DAERAH,BARANG MILIK DAERAH,0.0,"Roda 2, Kendaraan Bermotor",Tidak,BB,Non Eksekusi Wajib,4,Non Eksekusi Wajib,5520000,12,2021,2,LAKU,Internet Open Bidding
KPKNL Pekan Baru,PEMERINTAH DAERAH,BARANG MILIK DAERAH,0.0,"Roda 2, Kendaraan Bermotor",Tidak,BB,Non Eksekusi Wajib,4,Non Eksekusi Wajib,3599500,12,2021,2,LAKU,Internet Open Bidding
KPKNL Pekan Baru,PEMERINTAH DAERAH,BARANG MILIK DAERAH,0.0,"Roda 2, Kendaraan Bermotor",Tidak,BB,Non Eksekusi Wajib,4,Non Eksekusi Wajib,3602000,12,2021,3,LAKU,Internet Open Bidding
KPKNL Pekan Baru,PEMERINTAH DAERAH,BARANG MILIK DAERAH,0.0,"Roda 2, Kendaraan Bermotor",Tidak,BB,Non Eksekusi Wajib,4,Non Eksekusi Wajib,3425000,12,2021,3,LAKU,Internet Open Bidding
KPKNL Pekan Baru,PEMERINTAH DAERAH,BARANG MILIK DAERAH,0.0,"Roda 2, Kendaraan Bermotor",Tidak,BB,Non Eksekusi Wajib,4,Non Eksekusi Wajib,4320000,12,2021,6,LAKU,Internet Open Bidding
KPKNL Pekan Baru,PEMERINTAH DAERAH,BARANG MILIK DAERAH,0.0,"Roda 2, Kendaraan Bermotor",Tidak,BB,Non Eksekusi Wajib,4,Non Eksekusi Wajib,3958000,12,2021,6,LAKU,Internet Open Bidding
KPKNL Dumai,KEMENTERIAN/LEMBAGA,BARANG MILIK BPJS,566667.0,"Roda 2, Kendaraan Bermotor",Tidak,BB,Non Eksekusi Wajib,2,Non Eksekusi Wajib,2833333,5,2021,1,LAKU,Internet Open Bidding
KPKNL Dumai,KEMENTERIAN/LEMBAGA,BARANG MILIK BPJS,433334.0,"Roda 2, Kendaraan Bermotor",Tidak,BB,Non Eksekusi Wajib,2,Non Eksekusi Wajib,2166667,5,2021,7,LAKU,Internet Open Bidding
KPKNL Dumai,KEMENTERIAN/LEMBAGA,BARANG MILIK NEGARA,1000000.0,"Roda 2, Kendaraan Bermotor",Tidak,BB,Non Eksekusi Wajib,2,Non Eksekusi Wajib,2000000,6,2021,9,LAKU,Internet Open Bidding
KPKNL Dumai,KEMENTERIAN/LEMBAGA,BARANG MILIK NEGARA,150000.0,"Roda 2, Kendaraan Bermotor",Tidak,BB,Non Eksekusi Wajib,3,Non Eksekusi Wajib,500000,8,2021,59,LAKU,Internet Open Bidding
KPKNL Dumai,PT (NON PERSERO),BARANG MILIK BUMD (NON PERSERO),1560000.0,"Roda 2, Kendaraan Bermotor",Tidak,BB,Non Eksekusi Wajib,4,Non Eksekusi Wajib,5200000,12,2021,1,LAKU,Internet Open Bidding
KPKNL Dumai,PT (NON PERSERO),BARANG MILIK BUMD (NON PERSERO),1206000.0,"Roda 2, Kendaraan Bermotor",Tidak,BB,Non Eksekusi Wajib,4,Non Eksekusi Wajib,4020000,12,2021,4,LAKU,Internet Open Bidding
KPKNL Dumai,PT (NON PERSERO),BARANG MILIK BUMD (NON PERSERO),1560000.0,"Roda 2, Kendaraan Bermotor",Tidak,BB,Non Eksekusi Wajib,4,Non Eksekusi Wajib,5200000,12,2021,2,LAKU,Internet Open Bidding
KPKNL Dumai,PT (NON PERSERO),BARANG MILIK BUMD (NON PERSERO),1203600.0,"Roda 2, Kendaraan Bermotor",Tidak,BB,Non Eksekusi Wajib,4,Non Eksekusi Wajib,4012000,12,2021,9,LAKU,Internet Open Bidding
KPKNL Dumai,PT (NON PERSERO),BARANG MILIK BUMD (NON PERSERO),1203600.0,"Roda 2, Kendaraan Bermotor",Tidak,BB,Non Eksekusi Wajib,4,Non Eksekusi Wajib,4012000,12,2021,5,LAKU,Internet Open Bidding
KPKNL Dumai,PT (NON PERSERO),BARANG MILIK BUMD (NON PERSERO),1677000.0,"Roda 2, Kendaraan Bermotor",Tidak,BB,Non Eksekusi Wajib,4,Non Eksekusi Wajib,5590000,12,2021,1,LAKU,Internet Open Bidding
KPKNL Dumai,PT (NON PERSERO),BARANG MILIK BUMD (NON PERSERO),1224000.0,"Roda 2, Kendaraan Bermotor",Tidak,BB,Non Eksekusi Wajib,4,Non Eksekusi Wajib,4080000,12,2021,5,LAKU,Internet Open Bidding
KPKNL Dumai,PT (NON PERSERO),BARANG MILIK BUMD (NON PERSERO),1677000.0,"Roda 2, Kendaraan Bermotor",Tidak,BB,Non Eksekusi Wajib,4,Non Eksekusi Wajib,5590000,12,2021,1,LAKU,Internet Open Bidding
KPKNL Dumai,PT (NON PERSERO),BARANG MILIK BUMD (NON PERSERO),1677000.0,"Roda 2, Kendaraan Bermotor",Tidak,BB,Non Eksekusi Wajib,4,Non Eksekusi Wajib,5590000,12,2021,2,LAKU,Internet Open Bidding
KPKNL Dumai,PT (NON PERSERO),BARANG MILIK BUMD (NON PERSERO),1386000.0,"Roda 2, Kendaraan Bermotor",Tidak,BB,Non Eksekusi Wajib,4,Non Eksekusi Wajib,4620000,12,2021,2,LAKU,Internet Open Bidding
KPKNL Dumai,PT (NON PERSERO),BARANG MILIK BUMD (NON PERSERO),1930500.0,"Roda 2, Kendaraan Bermotor",Tidak,BB,Non Eksekusi Wajib,4,Non Eksekusi Wajib,6435000,12,2021,2,LAKU,Internet Open Bidding
KPKNL Dumai,PT (NON PERSERO),BARANG MILIK BUMD (NON PERSERO),1930500.0,"Roda 2, Kendaraan Bermotor",Tidak,BB,Non Eksekusi Wajib,4,Non Eksekusi Wajib,6435000,12,2021,4,LAKU,Internet Open Bidding
KPKNL Dumai,PT (NON PERSERO),BARANG MILIK BUMD (NON PERSERO),1296000.0,"Roda 2, Kendaraan Bermotor",Tidak,BB,Non Eksekusi Wajib,4,Non Eksekusi Wajib,4320000,12,2021,6,LAKU,Internet Open Bidding
KPKNL Dumai,PT (NON PERSERO),BARANG MILIK BUMD (NON PERSERO),1813500.0,"Roda 2, Kendaraan Bermotor",Tidak,BB,Non Eksekusi Wajib,4,Non Eksekusi Wajib,6045000,12,2021,4,LAKU,Internet Open Bidding
KPKNL Dumai,PT (NON PERSERO),BARANG MILIK BUMD (NON PERSERO),1813500.0,"Roda 2, Kendaraan Bermotor",Tidak,BB,Non Eksekusi Wajib,4,Non Eksekusi Wajib,6045000,12,2021,3,LAKU,Internet Open Bidding
KPKNL Dumai,PEMERINTAH DAERAH,BARANG MILIK DAERAH,270000.0,"Roda 2, Kendaraan Bermotor",Tidak,BB,Non Eksekusi Wajib,4,Non Eksekusi Wajib,900000,12,2021,10,LAKU,Internet Open Bidding
KPKNL Dumai,PEMERINTAH DAERAH,BARANG MILIK DAERAH,510000.0,"Roda 2, Kendaraan Bermotor",Tidak,BB,Non Eksekusi Wajib,4,Non Eksekusi Wajib,1700000,12,2021,3,LAKU,Internet Open Bidding
KPKNL Dumai,PEMERINTAH DAERAH,BARANG MILIK DAERAH,760000.0,"Roda 2, Kendaraan Bermotor",Tidak,BB,Non Eksekusi Wajib,4,Non Eksekusi Wajib,2550000,12,2021,3,LAKU,Internet Open Bidding
KPKNL Dumai,PEMERINTAH DAERAH,BARANG MILIK DAERAH,770000.0,"Roda 2, Kendaraan Bermotor",Tidak,BB,Non Eksekusi Wajib,4,Non Eksekusi Wajib,2550000,12,2021,14,LAKU,Internet Open Bidding
KPKNL Pekan Baru,PEMERINTAH DAERAH,BARANG MILIK DAERAH,0.0,"Roda 4, Kendaraan Bermotor",Tidak,BB,Non Eksekusi Wajib,3,Non Eksekusi Wajib,8540000,9,2021,0,LAKU,Internet Open Bidding
KPKNL Dumai,PEMERINTAH DAERAH,BARANG MILIK DAERAH,800000.0,"Roda 2, Kendaraan Bermotor",Tidak,BB,Non Eksekusi Wajib,3,Non Eksekusi Wajib,1999000,7,2021,4,LAKU,Internet Open Bidding
KPKNL Dumai,KEJAKSAAN,BARANG RAMPASAN,10875000.0,"Roda 4, Kendaraan Bermotor",Tidak,BB,Eksekusi,4,Eksekusi,36249000,10,2021,1,LAKU,Internet Open Bidding
KPKNL Pekan Baru,"PT. BANK NEGARA INDONESIA (PERSERO), Tbk",PASAL 6 UUHT,0.0,Tanah dan Bangunan,Tidak,BTB,Eksekusi,4,Eksekusi,400000000,11,2021,0,LAKU,Internet Open Bidding
KPKNL Pekan Baru,"PT. BANK CENTRAL ASIA, Tbk",PASAL 6 UUHT,0.0,Tanah dan Bangunan,Tidak,BTB,Eksekusi,4,Eksekusi,2543082000,11,2021,0,LAKU,Internet Open Bidding
KPKNL Padang,KEMENTERIAN/LEMBAGA,BARANG MILIK NEGARA,1000000.0,"Roda 2, Kendaraan Bermotor",Tidak,BB,Non Eksekusi Wajib,2,Non Eksekusi Wajib,2499000,6,2021,2,LAKU,Internet Open Bidding
KPKNL Padang,KEMENTERIAN/LEMBAGA,BARANG MILIK NEGARA,180000.0,"Roda 2, Kendaraan Bermotor",Tidak,BB,Non Eksekusi Wajib,4,Non Eksekusi Wajib,600000,10,2021,21,LAKU,Internet Open Bidding
KPKNL Pekan Baru,PEMERINTAH DAERAH,BARANG MILIK DAERAH,0.0,"Roda 2, Kendaraan Bermotor",Tidak,BB,Non Eksekusi Wajib,3,Non Eksekusi Wajib,2000000,8,2021,0,LAKU,Internet Open Bidding
KPKNL Pekan Baru,KEMENTERIAN/LEMBAGA,BARANG MILIK NEGARA,0.0,"Roda 2, Kendaraan Bermotor",Tidak,BB,Non Eksekusi Wajib,3,Non Eksekusi Wajib,1097000,9,2021,0,LAKU,Internet Open Bidding
KPKNL Pekan Baru,KEJAKSAAN,BARANG RAMPASAN,0.0,Gadget,Tidak,BB,Eksekusi,4,Eksekusi,10000,10,2021,0,LAKU,Internet Open Bidding
KPKNL Pekan Baru,"PT. BANK RAKYAT INDONESIA (PERSERO), Tbk",PASAL 6 UUHT,0.0,Tanah,Tidak,BTB,Eksekusi,1,Eksekusi,150000000,3,2021,0,LAKU,Internet Open Bidding
KPKNL Pekan Baru,"PT. BANK RAKYAT INDONESIA (PERSERO), Tbk",PASAL 6 UUHT,420000000.0,Tanah dan Bangunan,Tidak,BTB,Eksekusi,4,Eksekusi,2100000000,12,2002,1,LAKU,Internet Open Bidding
KPKNL Pekan Baru,"PT. PAN INDONESIA BANK, Tbk",PASAL 6 UUHT,0.0,Tanah dan Bangunan,Tidak,BTB,Eksekusi,1,Eksekusi,100000000,3,2021,0,LAKU,Internet Open Bidding
KPKNL Pekan Baru,KEMENTERIAN/LEMBAGA,BARANG MILIK BPJS,0.0,Inventaris,Tidak,BB,Non Eksekusi Wajib,2,Non Eksekusi Wajib,400000,4,2021,0,WANPRESTASI,Internet Open Bidding
KPKNL Dumai,KEJAKSAAN,BARANG MILIK NEGARA,10000000.0,Material Bangunan yang Akan Dibongkar,Tidak,BB,Non Eksekusi Wajib,2,Non Eksekusi Wajib,40355000,4,2021,7,LAKU,Internet Open Bidding
KPKNL Pekan Baru,"PT. BANK RAKYAT INDONESIA (PERSERO), Tbk",PASAL 6 UUHT,64000000.0,Tanah dan Bangunan,Tidak,BTB,Eksekusi,4,Eksekusi,320000000,12,2021,1,LAKU,Internet Open Bidding
KPKNL Padang,"PT. BANK TABUNGAN NEGARA (PERSERO), Tbk",PASAL 6 UUHT,29000000.0,Tanah dan Bangunan,Tidak,BTB,Eksekusi,4,Eksekusi,145000000,12,2021,2,LAKU,Internet Open Bidding
KPKNL Padang,KEPOLISIAN,BARANG MILIK NEGARA,1300000.0,Bongkaran,Tidak,BB,Non Eksekusi Wajib,1,Non Eksekusi Wajib,2640000,2,2021,1,LAKU,Internet Open Bidding
KPKNL Padang,PEMERINTAH DAERAH,BARANG MILIK DAERAH,350000.0,"Roda 2, Kendaraan Bermotor",Tidak,BB,Non Eksekusi Wajib,4,Non Eksekusi Wajib,700000,11,2021,26,LAKU,Internet Open Bidding
KPKNL Pekan Baru,PEMERINTAH DAERAH,BARANG MILIK DAERAH,0.0,"Roda 4, Kendaraan Bermotor",Tidak,BB,Non Eksekusi Wajib,3,Non Eksekusi Wajib,12810000,9,2021,0,LAKU,Internet Open Bidding
KPKNL Padang,PEMERINTAH DAERAH,BARANG MILIK DAERAH,560000.0,"Roda 2, Kendaraan Bermotor",Tidak,BB,Non Eksekusi Wajib,3,Non Eksekusi Wajib,1400000,8,2021,4,LAKU,Internet Open Bidding
KPKNL Padang,PEMERINTAH DAERAH,BARANG MILIK DAERAH,2900000.0,"Roda 4, Kendaraan Bermotor",Tidak,BB,Non Eksekusi Wajib,4,Non Eksekusi Wajib,7400000,12,2021,3,LAKU,Internet Open Bidding
KPKNL Padang,PEMERINTAH DAERAH,BARANG MILIK DAERAH,3060000.0,"Roda 2, Kendaraan Bermotor",Tidak,BB,Non Eksekusi Wajib,4,Non Eksekusi Wajib,6120000,12,2021,4,LAKU,Internet Open Bidding
KPKNL Padang,PEMERINTAH DAERAH,BARANG MILIK DAERAH,980000.0,"Roda 2, Kendaraan Bermotor",Tidak,BB,Non Eksekusi Wajib,3,Non Eksekusi Wajib,2450000,8,2021,6,LAKU,Internet Open Bidding
KPKNL Padang,KEMENTERIAN/LEMBAGA,BARANG MILIK NEGARA,17000000.0,"Roda 4, Kendaraan Bermotor",Tidak,BB,Non Eksekusi Wajib,4,Non Eksekusi Wajib,39950000,11,2021,4,LAKU,Internet Open Bidding
KPKNL Padang,KEJAKSAAN,BARANG RAMPASAN,19560000.0,"Roda 4, Kendaraan Bermotor",Tidak,BB,Eksekusi,4,Eksekusi,39120000,11,2021,6,LAKU,Internet Open Bidding
KPKNL Padang,KEJAKSAAN,BARANG RAMPASAN,16000000.0,"Roda 4, Kendaraan Bermotor",Tidak,BB,Eksekusi,4,Eksekusi,32000000,12,2021,26,LAKU,Internet Open Bidding
KPKNL Batam,"PT. BANK NEGARA INDONESIA (PERSERO), Tbk",PASAL 6 UUHT,0.0,Tanah dan Bangunan,Tidak,BTB,Eksekusi,4,Eksekusi,125000000,11,2021,0,LAKU,Internet Open Bidding
KPKNL Pekan Baru,UMUM/PRIBADI,BARANG MILIK PERORANGAN,0.0,Makanan Kering dan Minuman,Ya,BB,Non Eksekusi Sukarela,3,Non Eksekusi Sukarela,75000,8,2021,0,LAKU,Internet Open Bidding
KPKNL Padang,KEMENTERIAN/LEMBAGA,BARANG MILIK NEGARA,1000000.0,"Roda 2, Kendaraan Bermotor",Tidak,BB,Non Eksekusi Wajib,2,Non Eksekusi Wajib,2603400,4,2021,8,LAKU,Internet Open Bidding
KPKNL Padang,KEMENTERIAN/LEMBAGA,BARANG MILIK NEGARA,1000000.0,"Roda 2, Kendaraan Bermotor",Tidak,BB,Non Eksekusi Wajib,2,Non Eksekusi Wajib,2721400,4,2021,6,LAKU,Internet Open Bidding
KPKNL Padang,PEMERINTAH DAERAH,BARANG MILIK DAERAH,980000.0,"Roda 2, Kendaraan Bermotor",Tidak,BB,Non Eksekusi Wajib,3,Non Eksekusi Wajib,2450000,8,2021,3,LAKU,Internet Open Bidding
KPKNL Padang,PEMERINTAH DAERAH,BARANG MILIK DAERAH,231000.0,"Roda 2, Kendaraan Bermotor",Tidak,BB,Non Eksekusi Wajib,4,Non Eksekusi Wajib,463884,11,2021,2,LAKU,Internet Open Bidding
KPKNL Padang,PEMERINTAH DAERAH,BARANG MILIK DAERAH,520000.0,"Roda 2, Kendaraan Bermotor",Tidak,BB,Non Eksekusi Wajib,4,Non Eksekusi Wajib,1300000,12,2021,16,LAKU,Internet Open Bidding
KPKNL Padang,KEJAKSAAN,BARANG RAMPASAN,250000.0,"Roda 2, Kendaraan Bermotor",Tidak,BB,Eksekusi,4,Eksekusi,500000,12,2021,9,LAKU,Internet Open Bidding
KPKNL Pekan Baru,KEJAKSAAN,BARANG RAMPASAN,0.0,"Roda 2, Kendaraan Bermotor",Tidak,BB,Eksekusi,4,Eksekusi,328000,10,2021,0,LAKU,Internet Open Bidding
KPKNL Pekan Baru,KEJAKSAAN,BARANG RAMPASAN,0.0,"Roda 2, Kendaraan Bermotor",Tidak,BB,Eksekusi,4,Eksekusi,336000,10,2021,0,LAKU,Internet Open Bidding
KPKNL Dumai,PT (PERSERO),BARANG MILIK BUMN (PERSERO),161000000.0,Paket Roda 4,Tidak,BB,Non Eksekusi Sukarela,3,Non Eksekusi Sukarela,322100000,7,2021,2,LAKU,Internet Open Bidding
KPKNL Pekan Baru,PENGADILAN,PASAL 6 UUHT,0.0,Tanah dan Bangunan,Tidak,BTB,Eksekusi,3,Eksekusi,666880000,8,2021,0,LAKU,Internet Open Bidding
KPKNL Pekan Baru,KEMENTERIAN/LEMBAGA,BARANG MILIK NEGARA,0.0,"Roda 2, Kendaraan Bermotor",Tidak,BB,Non Eksekusi Wajib,3,Non Eksekusi Wajib,1222000,9,2021,0,LAKU,Internet Open Bidding
KPKNL Batam,"PT. BANK MANDIRI (PERSERO), Tbk",PASAL 6 UUHT,0.0,Tanah dan Bangunan,Tidak,BTB,Eksekusi,3,Eksekusi,172000000,8,2021,0,LAKU,Internet Open Bidding
KPKNL Batam,KEMENTERIAN/LEMBAGA,BARANG MILIK NEGARA,0.0,"Roda 2, Kendaraan Bermotor",Tidak,BB,Non Eksekusi Wajib,3,Non Eksekusi Wajib,1306000,8,2021,0,LAKU,Internet Open Bidding
KPKNL Batam,KEMENTERIAN/LEMBAGA,BARANG MILIK NEGARA,0.0,"Roda 2, Kendaraan Bermotor",Tidak,BB,Non Eksekusi Wajib,3,Non Eksekusi Wajib,1785000,9,2021,0,LAKU,Internet Open Bidding
KPKNL Dumai,KEMENTERIAN/LEMBAGA,BARANG MILIK NEGARA,3150000.0,Paket Roda 2,Tidak,BB,Non Eksekusi Wajib,4,Non Eksekusi Wajib,14661000,12,2021,1,LAKU,Internet Open Bidding
KPKNL Batam,BANK PERKREDITAN RAKYAT,PASAL 6 UUHT,0.0,Tanah dan Bangunan,Tidak,BTB,Eksekusi,3,Eksekusi,850000000,7,2021,0,LAKU,Internet Open Bidding
KPKNL Batam,KEMENTERIAN/LEMBAGA,BMN TEGAHAN KEPABEANAN DAN CUKAI,0.0,"Roda 4, Kendaraan Bermotor",Tidak,BB,Non Eksekusi Wajib,4,Non Eksekusi Wajib,529381000,10,2021,0,LAKU,Internet Open Bidding
KPKNL Batam,"PT. BANK RAKYAT INDONESIA (PERSERO), Tbk",PASAL 6 UUHT,0.0,Tanah dan Bangunan,Tidak,BTB,Eksekusi,2,Eksekusi,900000000,4,2021,0,LAKU,Internet Open Bidding
KPKNL Batam,"PT. BANK RAKYAT INDONESIA (PERSERO), Tbk",PASAL 6 UUHT,0.0,Tanah dan Bangunan,Tidak,BTB,Eksekusi,4,Eksekusi,750000000,10,2021,0,LAKU,Internet Open Bidding
KPKNL Pekan Baru,PEMERINTAH DAERAH,BARANG MILIK DAERAH,0.0,"Roda 4, Kendaraan Bermotor",Tidak,BB,Non Eksekusi Wajib,4,Non Eksekusi Wajib,15264000,12,2021,2,LAKU,Internet Open Bidding
KPKNL Pekan Baru,UMUM/PRIBADI,BARANG MILIK PERORANGAN,0.0,Cinderamata/Kerajinan/Kriya crafts atau jewellery,Ya,BB,Non Eksekusi Sukarela,3,Non Eksekusi Sukarela,750000,8,2021,0,LAKU,Internet Open Bidding
KPKNL Batam,"PT. BANK NEGARA INDONESIA (PERSERO), Tbk",PASAL 6 UUHT,0.0,Tanah dan Bangunan,Tidak,BTB,Eksekusi,2,Eksekusi,1320000000,6,2021,0,LAKU,Internet Open Bidding
KPKNL Batam,KEMENTERIAN/LEMBAGA,BMN TEGAHAN KEPABEANAN DAN CUKAI,0.0,"Roda 4, Kendaraan Bermotor",Tidak,BB,Non Eksekusi Wajib,4,Non Eksekusi Wajib,470561000,10,2021,0,LAKU,Internet Open Bidding
KPKNL Batam,KEMENTERIAN/LEMBAGA,BMN TEGAHAN KEPABEANAN DAN CUKAI,0.0,"Roda 2, Kendaraan Bermotor",Tidak,BB,Non Eksekusi Wajib,4,Non Eksekusi Wajib,28944000,10,2021,0,LAKU,Internet Open Bidding
KPKNL Padang,KEMENTERIAN/LEMBAGA,BARANG MILIK NEGARA,6000000.0,"Roda 4, Kendaraan Bermotor",Tidak,BB,Non Eksekusi Wajib,1,Non Eksekusi Wajib,25232500,2,2021,62,LAKU,Internet Open Bidding
KPKNL Padang,KEMENTERIAN/LEMBAGA,BARANG MILIK NEGARA,1000000.0,Bongkaran,Tidak,BB,Non Eksekusi Wajib,2,Non Eksekusi Wajib,2020000,4,2021,2,WANPRESTASI,Internet Open Bidding
KPKNL Padang,KEMENTERIAN/LEMBAGA,BARANG MILIK NEGARA,15000000.0,Lainnya,Tidak,BB,Non Eksekusi Wajib,2,Non Eksekusi Wajib,34026000,6,2021,3,LAKU,Internet Open Bidding
KPKNL Padang,KEMENTERIAN/LEMBAGA,BARANG MILIK NEGARA,20000000.0,Lainnya,Tidak,BB,Non Eksekusi Wajib,2,Non Eksekusi Wajib,42532000,6,2021,2,LAKU,Internet Open Bidding
KPKNL Padang,KEMENTERIAN/LEMBAGA,BARANG MILIK NEGARA,1190000.0,Inventaris,Tidak,BB,Non Eksekusi Wajib,3,Non Eksekusi Wajib,2957500,7,2021,4,LAKU,Internet Open Bidding
KPKNL Padang,PEMERINTAH DAERAH,BARANG MILIK DAERAH,7000000.0,"Roda 4, Kendaraan Bermotor",Tidak,BB,Non Eksekusi Wajib,3,Non Eksekusi Wajib,17500000,8,2021,8,LAKU,Internet Open Bidding
KPKNL Padang,KEJAKSAAN,BARANG RAMPASAN,500000.0,"Roda 2, Kendaraan Bermotor",Tidak,BB,Eksekusi,3,Eksekusi,1025200,8,2021,52,LAKU,Internet Open Bidding
KPKNL Padang,KEMENTERIAN/LEMBAGA,BARANG MILIK DAERAH,4410000.0,Inventaris,Tidak,BB,Non Eksekusi Wajib,3,Non Eksekusi Wajib,8821084,9,2021,12,LAKU,Internet Open Bidding
KPKNL Padang,PEMERINTAH DAERAH,BARANG MILIK DAERAH,8010000.0,"Roda 4, Kendaraan Bermotor",Tidak,BB,Non Eksekusi Wajib,4,Non Eksekusi Wajib,16020000,10,2021,11,LAKU,Internet Open Bidding
KPKNL Pekan Baru,PEMERINTAH DAERAH,BARANG MILIK DAERAH,0.0,Scrapt R4,Tidak,BB,Non Eksekusi Wajib,3,Non Eksekusi Wajib,324500000,8,2021,0,LAKU,Internet Open Bidding
KPKNL Dumai,PEMERINTAH DAERAH,BARANG MILIK DAERAH,5700000.0,"Roda 4, Kendaraan Bermotor",Tidak,BB,Non Eksekusi Wajib,4,Non Eksekusi Wajib,19280000,12,2021,3,LAKU,Internet Open Bidding
KPKNL Dumai,KEMENTERIAN/LEMBAGA,PAJAK PEMERINTAH PUSAT,15000000.0,"Roda 4, Kendaraan Bermotor",Tidak,BB,Eksekusi,3,Eksekusi,51571000,7,2021,2,LAKU,Internet Open Bidding
KPKNL Dumai,PEMERINTAH DAERAH,BARANG MILIK DAERAH,14140000.0,"Roda 4, Kendaraan Bermotor",Tidak,BB,Non Eksekusi Wajib,3,Non Eksekusi Wajib,35353000,7,2021,22,LAKU,Internet Open Bidding
KPKNL Dumai,PEMERINTAH DAERAH,BARANG MILIK DAERAH,9630000.0,"Roda 4, Kendaraan Bermotor",Tidak,BB,Non Eksekusi Wajib,3,Non Eksekusi Wajib,24079000,7,2021,2,LAKU,Internet Open Bidding
KPKNL Dumai,PEMERINTAH DAERAH,BARANG MILIK DAERAH,17550000.0,"Roda 4, Kendaraan Bermotor",Tidak,BB,Non Eksekusi Wajib,3,Non Eksekusi Wajib,43877000,7,2021,2,LAKU,Internet Open Bidding
KPKNL Dumai,PEMERINTAH DAERAH,BARANG MILIK DAERAH,11700000.0,"Roda 4, Kendaraan Bermotor",Tidak,BB,Non Eksekusi Wajib,3,Non Eksekusi Wajib,29248000,7,2021,2,LAKU,Internet Open Bidding
KPKNL Dumai,PEMERINTAH DAERAH,BARANG MILIK DAERAH,20745000.0,"Roda 4, Kendaraan Bermotor",Tidak,BB,Non Eksekusi Wajib,3,Non Eksekusi Wajib,51863000,7,2021,5,LAKU,Internet Open Bidding
